abar_sp_star,c_star,candidate_token,clean_count,delta_g,delta_g_ref_minus_src_prefix,delta_g_ref_minus_src_utt,drop_edge_runs_for_g,edge_runs_dropped,error,fetch_index,g_domain_valid,g_ref,g_ref_status,g_src_prefix_mean,g_src_status,g_src_utt,pair_id,prompt_ref_len_sec,prompt_speech_ratio,ref_item_name,ref_len_valid,ref_spk,same_speaker_reference,same_speaker_target,same_text_reference,same_text_target,sample_id,speech_ratio_valid,split,src_id,src_item_name,src_spk,support_count,support_domain_valid,support_fraction,support_seed_count,tgt_item_name,tgt_spk,zbar_sp_star
1.669525384902954,-1.7038054466247559,57,11.0,0.8369882106781006,1.5366249680519104,0.8369882106781006,1,2.0,,0,1,2.079441547393799,ok,0.5428165793418884,ok,1.2424533367156982,0,5.239999771118164,0.8015267252922058,aba_train_arctic_a0017,1,aba,1,0,0,1,,1,train,,aba_train_arctic_a0016,aba,9.0,1.0,0.3214285671710968,11.0,bdl_train_arctic_a0016,bdl,0.0
1.71036696434021,-1.7861297130584717,57,8.0,0.8719844818115234,1.7849882245063782,0.8719844818115234,1,2.0,,1,1,2.4814224243164062,ok,0.6964341998100281,ok,1.6094379425048828,1,5.71999979019165,0.7692307829856873,aba_train_arctic_a0016,1,aba,1,0,0,1,,1,train,,aba_train_arctic_a0017,aba,6.0,1.0,0.1875,8.0,bdl_train_arctic_a0017,bdl,0.40546512603759766
2.121936321258545,-2.7556488513946533,57,8.0,1.095128059387207,2.072855442762375,1.095128059387207,1,2.0,,2,1,2.4814224243164062,ok,0.40856698155403137,ok,1.3862943649291992,2,5.71999979019165,0.7692307829856873,aba_train_arctic_a0016,1,aba,1,0,0,1,,1,train,,aba_train_arctic_a0019,aba,6.0,1.0,0.1875,8.0,bdl_train_arctic_a0019,bdl,-0.8472979068756104
2.173708915710449,-3.1538949012756348,57,8.0,1.5855426788330078,2.1410951614379883,1.5855426788330078,1,2.0,,3,1,2.4814224243164062,ok,0.34032726287841797,ok,0.8958797454833984,3,5.71999979019165,0.7692307829856873,aba_train_arctic_a0016,1,aba,1,0,0,1,,1,train,,aba_train_arctic_a0020,aba,6.0,1.0,0.1875,8.0,bdl_train_arctic_a0020,bdl,-0.8472979068756104
1.9556165933609009,-1.9053411483764648,57,8.0,1.382810115814209,1.9333786368370056,1.382810115814209,1,2.0,,4,1,2.4814224243164062,ok,0.5480437874794006,ok,1.0986123085021973,4,5.71999979019165,0.7692307829856873,aba_train_arctic_a0016,1,aba,1,0,0,1,,1,train,,aba_train_arctic_a0022,aba,6.0,1.0,0.1875,8.0,bdl_train_arctic_a0022,bdl,0.0
1.7369155883789062,-1.9869133234024048,57,8.0,1.095128059387207,1.7081899642944336,1.095128059387207,1,2.0,,5,1,2.4814224243164062,ok,0.7732324600219727,ok,1.3862943649291992,5,5.71999979019165,0.7692307829856873,aba_train_arctic_a0016,1,aba,1,0,0,1,,1,train,,aba_train_arctic_a0023,aba,6.0,1.0,0.1875,8.0,bdl_train_arctic_a0023,bdl,-0.2231435775756836
1.8384768962860107,-1.8119075298309326,57,8.0,1.382810115814209,1.9051666855812073,1.382810115814209,1,2.0,,6,1,2.4814224243164062,ok,0.576255738735199,ok,1.0986123085021973,6,5.71999979019165,0.7692307829856873,aba_train_arctic_a0016,1,aba,1,0,0,1,,1,train,,aba_train_arctic_a0024,aba,6.0,1.0,0.1875,8.0,bdl_train_arctic_a0024,bdl,0.0
1.72381591796875,-1.9601781368255615,57,8.0,0.6896629333496094,1.8031315207481384,0.6896629333496094,1,2.0,,7,1,2.4814224243164062,ok,0.6782909035682678,ok,1.7917594909667969,7,5.71999979019165,0.7692307829856873,aba_train_arctic_a0016,1,aba,1,0,0,1,,1,train,,aba_train_arctic_a0027,aba,6.0,1.0,0.1875,8.0,bdl_train_arctic_a0027,bdl,0.0
1.9779679775238037,-2.008331775665283,57,10.0,1.4866297245025635,2.033689856529236,1.4866297245025635,1,2.0,,8,1,2.5852420330047607,ok,0.5515521764755249,ok,1.0986123085021973,0,3.9600000381469727,0.8383838534355164,asi_train_arctic_a0017,1,asi,1,0,0,1,,1,train,,asi_train_arctic_a0016,asi,8.0,1.0,0.21621622145175934,10.0,bdl_train_arctic_a0016,bdl,0.0
1.4861068725585938,-0.9718378782272339,57,9.0,0.8472979068756104,1.5036035776138306,0.8472979068756104,1,2.0,,9,1,1.9459102153778076,ok,0.44230663776397705,ok,1.0986123085021973,1,3.9600000381469727,0.8333333134651184,asi_train_arctic_a0016,1,asi,1,0,0,1,,1,train,,asi_train_arctic_a0017,asi,7.0,1.0,0.21875,9.0,bdl_train_arctic_a0017,bdl,0.6190390586853027
